mark_key,Z_responsiveness,meas_mean
PTPN21,0.0046508212842362,5.909573497361186
TENT5B,0.0835294722090811,4.295174078947368
ZNF783,0.4064724634231774,4.591104736842105
ADGRG6,0.2064053947429317,6.097445814463005
MROH7-TTC4,0.5390614817686114,5.052262302631582
RP11-405M12.4,0.1360405195574082,1.2123534967634808
GAREM1,0.6651108033499696,4.285636475356394
CHKB-CPT1B,0.5790684947280705,5.937143947368421
MIR548D1,0.8346458044805061,1.9724604605263167
SBSN,0.1413604909097071,4.818624539473683
CELF2,0.5637761174478818,6.998489639618552
LDLRAD4-AS1,1.3152762480976192,4.276893092105263
LINC01873,0.323778022740832,2.309045592105262
MIEF2,0.0862535254253525,5.047764854060237
RN7SL689P,1.5378421991108222,1.4138905090753913
TSPOAP1,0.4761795159717635,3.747677290615264
LINC02442,0.1433818989143354,2.602047631578947
LINC01569,0.0855937940594949,3.659412697368421
SLC35E2B,0.677315658607103,6.699742188408956
FEZ2,0.8060088280721933,7.957195779092161
ONECUT3,0.0018805160115164,6.076268720238097
SYNE3,0.7974613219109025,3.633629841772221
PWWP2A,0.1673604122152083,5.531013309046784
WWC1,1.885797379016354,4.516310980322151
TMEFF1,0.1543462139842811,4.219820218945241
AVP,0.3779161987886268,2.8312680879621084
GFI1B,0.5608289485119177,6.723406123120301
PIAS2,0.2364139661484064,6.709811707833127
KIZ,0.9141311894614856,5.666931617785887
RP11-78O7.2,0.1883912906831063,2.24076151728884
SPTBN2,0.7692413577202674,5.089363247060002
ANAPC5,0.0806206323131528,5.903269791458817
PRAMEF34P,0.1979265328439911,5.8132282550125325
LINC02299,1.3367075889738131,2.885480592105264
ELOVL2,0.6020249283039822,5.857962723476651
DSTNP2,0.6850567286396372,5.1969695394736855
TNIP2P1,0.9530634251262196,4.739469671052633
LINC00945,0.9539154960295564,2.851575263157895
ITGA3,0.496958528627143,4.991036588362233
TSPOAP1-AS1,0.2428330639923802,2.4640490385819924
RPUSD1,0.3512113076112631,5.269066075763402
LINC01535,0.0064327260092951,4.650176973684212
MRPS23,0.290017715487904,6.210117731038508
CD53,0.2558614982973308,6.038046876493147
EIPR1,0.0348075919886003,4.820451315789471
MIR6853,1.5590058502028168,6.223931710526313
AIPL1,0.1020324433974223,4.922316052631579
LINC01553,0.115886012602173,2.0834186842105265
GPC5,0.8750794643827169,5.878524208959898
CRYL1,0.3031293739590186,7.220722761231816
KRTAP20-2,0.1510245717372571,3.7484675
CTD-3185P2.1,0.1842391667735034,2.4913494225399915
PRR20G,0.9258141200987946,3.3818357894736835
NOB1,0.6852724075536727,6.4837764023190845
CTXN1,0.1495704180670838,6.639128024749374
FOXH1,0.5576876528545546,6.4742309288847135
FEZF1-AS1,0.0936418340218739,5.577687539160402
ZNF140,0.4948462578694981,5.55963343677876
HCN1,0.7924091136625285,5.821253214285712
