gene,meth_delta,expr_delta,expr_p,expr_sig
ARCN1,-0.00015126593502447284,-0.06564715455504137,0.8100021205065923,False
AREL1,-0.00475579143924031,-0.33167915432572387,0.21006336296548775,False
ARF1,-0.001104581034330752,0.09885084457221548,0.5720958968049017,False
ARF3,0.0006550575355214024,-0.0008422960872176422,0.9973450396595249,False
ARF4,0.0005764946509546648,-0.16257694129808886,0.13842597796049197,False
ARF5,0.0006028161123043637,-0.008804345219839662,0.9325323486498756,False
ARF6,-0.0006659155030023733,0.15445559200877576,0.5963181339882528,False
ARFGAP1,0.0001121945907785915,-0.266022139813145,0.36046880089033684,False
ARFGAP2,-0.003099608246211053,0.6846843029695631,0.031243629025109815,True
ARFGAP3,-0.0014671112355398354,-0.20132706013036036,0.3630773226883139,False
ARFIP1,-0.0020432934747327777,0.12173297655077306,0.7138778420429351,False
ARFIP2,-0.0019588909169971393,-0.11679258935030395,0.7693597614909653,False
ARFRP1,0.000666283277802932,0.2342066591072889,0.06971943780893,False
ARG1,-0.006759973317325708,-0.08188055681156328,0.737026415522086,False
ARG2,-0.0020244922675702595,0.020413504979862176,0.955479908845621,False
ARGLU1,-0.0013535443642318987,-0.31455563658102126,0.10153239521834521,False
ARHGAP1,0.00045806730287154993,0.329384915835531,0.4987810147626335,False
ARHGAP15,-0.00243051560755403,-0.09767664577636292,0.5518193898897472,False
ARHGAP17,-0.0002720861239360005,0.3711256232323028,0.4777854626597705,False
ARHGAP18,-0.0023383001448496372,0.2266231603897231,0.471826386807897,False
ARHGAP19,-0.00011739872855169982,0.07250159807178763,0.7973912491397537,False
