resembles_surgery_no_remission,resembles_surgery_remission,boot_ci_lo,boot_ci_hi,boot_diff_mean,point_diff,med_no_remission,med_remission
0.719,-0.091,-0.36,0.6583,0.1661,0.3446,0.8264,0.4818
