R_restoration,layer
0.4640835479618829,proteome
0.1935201337965949,proteome
-1.3051552465958036,proteome
0.6584590337866412,proteome
-0.7006636600032669,proteome
1.242864227069632,proteome
-1.1125356315877395,proteome
0.9579915871267868,proteome
-0.9387429257710408,proteome
0.6322516478603222,proteome
-0.0662524812342646,proteome
-0.0131225355106912,proteome
-0.0919811981368651,proteome
0.6309930568840477,proteome
0.2642042090994909,proteome
-0.5215634410064937,proteome
0.5511763627967711,proteome
-0.1574643149543657,proteome
0.0399245451361557,proteome
1.2875270586167908,proteome
-0.7004057312169228,proteome
0.6784937901690106,proteome
0.7221480708899585,proteome
-0.5615190824850849,proteome
-0.0850989215263856,proteome
0.1633251735021858,proteome
-0.7879897665723439,proteome
0.6832726047946522,proteome
0.1837697338170572,proteome
0.2598932105543386,proteome
0.8053818123720603,proteome
-0.6733238303936105,proteome
-0.54555625089128,proteome
0.7178269432015011,proteome
0.111126637349612,proteome
1.6601666808754765,proteome
0.4968223448098569,proteome
1.031514820321269,proteome
1.3442723877995577,proteome
-1.091808889675143,proteome
-0.932617986628177,proteome
0.121140242641242,proteome
0.8981056803664368,proteome
0.8781420747606675,proteome
0.6407379228605123,proteome
-0.5335478621990194,proteome
0.1435598114764117,proteome
2.177875256359337,proteome
-0.6604842354885514,proteome
0.5970859024478898,proteome
-0.5345353059056891,proteome
-0.2693282076629457,proteome
-0.2031198025137255,proteome
1.2384023613529709,proteome
0.3897460621837696,proteome
-0.4880285078593774,proteome
0.0508053180828065,proteome
-1.192640177004909,proteome
0.9796408803348748,proteome
1.2172697793826657,proteome
-0.0455072989466226,proteome
-0.8387384306702409,proteome
-0.2119346703345405,proteome
-0.7385323625832876,proteome
0.7246326640872145,proteome
0.3750305984799893,proteome
-0.2674966889981329,proteome
0.4093088676392122,proteome
-0.1544732396588388,proteome
0.3352197542784524,proteome
-0.1089505639424695,proteome
-0.1682380781640427,proteome
-0.2766769229620523,proteome
0.2656759717212837,proteome
-1.260803417311504,proteome
1.006847324942398,proteome
1.8247134197338404,proteome
-0.3450445144519656,proteome
0.7281662280664497,proteome
-0.8105542319285686,proteome
0.1646915489425945,proteome
1.1377556475239632,proteome
0.4189795647666729,proteome
-0.3769262214758009,proteome
0.3235469562082557,proteome
-0.0511527267303202,proteome
-0.4819561170512138,proteome
-1.0043338344448165,proteome
0.3313145540456937,proteome
-0.0458438643145593,proteome
0.4126281156984633,proteome
0.3530062137504161,proteome
1.5253327526277836,proteome
0.4180323275676427,proteome
0.1741102336693994,proteome
-1.194669272705722,proteome
1.0079675308013596,proteome
-0.9269577140033914,proteome
0.6873477952753775,proteome
1.1180224401380587,proteome
0.5107457323345928,proteome
-0.5071897879186072,proteome
-0.3343774498700869,proteome
0.4988684153433945,proteome
0.5818196585371297,proteome
0.2350746972905642,proteome
0.9698917649168898,proteome
0.5484634510496867,proteome
-0.2251394536858526,proteome
-0.7991932614259393,proteome
-0.0740577323498857,proteome
0.7331648464080853,proteome
1.0715081019260575,proteome
0.9127859925465414,proteome
1.3771568285995304,proteome
0.0147511471335826,proteome
0.8249725982768288,proteome
0.3939665162507701,proteome
-0.4445598458421325,proteome
0.7669228805905508,proteome
1.033966061123555,proteome
0.7336738314385075,proteome
0.423201059413937,proteome
0.5329055890494457,proteome
-0.0419097770985733,proteome
-0.3643859321220947,proteome
0.9967302814536808,proteome
-2.620083749235348,proteome
0.7711918665334984,proteome
0.5586232864376657,proteome
-0.029828401040746,proteome
-1.1763372972894297,proteome
-0.5839021395806654,proteome
0.4236619283729873,proteome
-0.4248223299004115,proteome
-0.854530810229106,proteome
-1.1326752953212005,proteome
-1.132752359149854,proteome
0.6111258215031408,proteome
0.0763496164488623,proteome
0.633671599110041,proteome
1.2179762963112233,proteome
0.0287470624066104,proteome
-1.4926155483856711,proteome
-0.9849050953592524,proteome
0.0956253422198483,proteome
0.6185913885039359,proteome
-0.4347986223795977,proteome
-0.928405331770832,proteome
-0.1055836295014777,proteome
0.2149181141978066,proteome
-0.0762215491111845,proteome
-0.5420276671925327,proteome
1.0127592936104857,proteome
-0.6669313734077948,proteome
0.6496886308258698,proteome
-0.8207185068490105,proteome
-0.5205489506444521,proteome
0.5197688900053439,proteome
-0.2649876525466043,proteome
0.7704766233282481,proteome
0.4943045643081045,proteome
1.228418849806702,proteome
0.5598352850541253,proteome
-0.1123810869360786,proteome
0.6663523825940538,proteome
1.432903312147323,proteome
0.4990235188803683,proteome
-0.9437558681686512,proteome
-0.572788022456826,proteome
0.5069730895942951,proteome
-0.4861457914460156,proteome
0.9620931585614064,proteome
0.1510666284240417,proteome
-0.1212706005896733,proteome
0.9896235298069598,proteome
-0.8424091141171189,proteome
0.3378185215297472,proteome
0.640793863799432,proteome
