gene,meth_delta,expr_delta,expr_p,expr_sig
ACAD9,0.0008213198157643748,0.14032766140455574,0.07883499567140517,False
ACADL,0.004372009777916666,-0.04501304878907721,0.6934486954934478,False
ACADM,0.006469616583666666,0.1040152354343526,0.3177667447344234,False
ACADS,0.0018596170308024002,0.4622955990924016,6.823174186352607e-05,True
ACADSB,0.0004616743063166667,-0.07717511028168653,0.5271111505236212,False
ACADVL,0.005566941071533334,0.3479746632440834,0.0014010302860828897,True
ACAP1,0.011020997638923077,-0.020613311447117946,0.8986646370363165,False
ACAP2,-0.0037496002270352943,0.027148601270146136,0.7930254979616624,False
ACAP3,0.003982619322739999,-0.13319545648616413,0.2191760587944097,False
ACAT1,0.002141530351939333,0.1932602767355368,0.013434098229672934,True
ACAT2,0.00265405274021875,0.16123293708867142,0.13836475078332772,False
ACBD3,0.000943646688745625,-0.14459537266857597,0.031883561620768865,True
ACBD4,-0.0005176264270259257,-0.07537902862034053,0.4115911976171597,False
ACBD5,0.0001736615376470587,-0.09967209286625733,0.2607954717515366,False
ACBD6,0.0018859950981235296,-0.06865153490420685,0.5482165345752228,False
ACCS,-0.002287094195871429,-0.14729882981714484,0.3435582880646908,False
ACD,-0.0013944378538834482,0.13047107471082187,0.21589979385658828,False
ACE,-0.003357989629846842,0.5772332849686935,8.337532624514121e-05,True
ACHE,0.0017892131818488235,0.12534811564041656,0.39754807818913074,False
ACIN1,0.0019030858824233337,0.12637329847601586,0.125734518534953,False
ACLY,0.0013937551790509524,0.37602262747134624,0.0005732910559919585,True
ACN9,-2.088689363636502e-06,0.06520338348876004,0.4758563206910146,False
ACO1,0.0022189159696125,0.20693548464991512,0.00020048607236886114,True
ACO2,0.0042285744753375,0.2658131805575843,0.0004485356132879879,True
ACOT1,0.0024259039559999997,0.29203565250197827,0.000337780429651847,True
ACOT11,0.008909021513920834,0.513728932761469,0.018359390323045472,True
ACOT13,0.0007641896217092307,0.3647765009817436,0.0007319522575337343,True
ACOT2,0.00901330208394,0.3395248465911039,0.0012711760150527908,True
ACOT8,0.0022984155155615386,0.0976659065988741,0.21299528073115498,False
ACOX1,0.004201679643598236,-0.11111066694821949,0.29134847783522017,False
ACOX2,0.00013241078999999979,0.2620453774197599,0.02657858686542295,True
ACOX3,0.0031586557447872087,0.034186073418821294,0.7746567740911994,False
ACP1,0.0016537638917154998,-0.0964309221441928,0.19918897939599478,False
ACP2,0.001056616236142105,0.1892667272128203,0.018007342769312228,True
ACP6,-0.00017408030037400005,0.012307125484891414,0.9114990598181976,False
ACPL2,0.00282463019014,0.12632066042898965,0.14179671198233085,False
ACSBG1,0.0017273623168888887,0.20917517891744392,0.03956045572203839,True
ACSF2,0.0033081540376478573,-0.06534867888639141,0.4749325563877308,False
ACSF3,0.001935242920429703,0.07003089470605108,0.5083651264720925,False
ACSL1,0.007456731265399677,0.7575093950151988,6.315071601335951e-05,True
ACSL3,0.0054770906511210525,-0.02650903708013881,0.7763074402803783,False
ACSL5,-0.00792218947086842,0.09703970465488934,0.1343787526499163,False
ACSL6,-0.004920752870638095,-0.08207456903759854,0.7317182788326237,False
ACSM5,0.024814412057,-0.2192869968844392,0.047858572724048164,True
ACSS1,-0.0061611020019375,0.11523133186649416,0.2736872555272284,False
ACSS2,-0.0010386673809000004,0.024660029840104594,0.6321859324133784,False
ACSS3,0.002134941357338543,-0.0742198650702039,0.525905898449265,False
ACTA1,-6.469342842000001e-05,-0.24760349879071583,0.9023996340130165,False
ACTA2,0.0034408991263482763,0.46036458314744455,0.19203447374311935,False
ACTB,-0.0011455999413582355,0.30221314786032294,0.04048772924687499,True
ACTC1,-0.006821810237425,-0.5543860947676701,0.21209047723588803,False
ACTG1,-0.0003062492627688001,0.3753540228941344,0.0010094295319947291,True
ACTG2,0.007209158693875,-0.3080507933921528,0.09989367956812438,False
ACTL6A,0.006047299960633333,0.20953119325051242,0.02387318981243919,True
ACTN1,-0.0013558161570618914,0.49573874203312757,0.0032087477919714984,True
ACTN2,0.003830701568980557,-0.03949994755617745,0.4765659810303885,False
ACTN3,0.0054064201072467856,-0.6671387625568491,0.011748120501494578,True
ACTN4,8.186258202947365e-05,0.4315254684429186,0.003165023817140244,True
ACTR10,-0.0008873436624363639,0.1305709714425682,0.040078367773173106,True
ACTR1A,0.002345871533878571,0.0005650052871516532,0.9946131252950567,False
ACTR1B,0.00040992046730000016,-0.012782039049346817,0.7485989985710546,False
ACTR2,0.0011816757766666664,-0.0749880387253829,0.4724162285851399,False
ACTR3,-0.0008222616874071431,0.2246411803167672,0.07140676299264631,False
ACTR3B,-0.0008608987533984215,0.013625961439067934,0.9093574652177658,False
ACTR5,0.0021667907509999996,-0.04987622816566392,0.37030764315377196,False
ACTR6,0.0035831030341428568,0.09838102625804536,0.5533214460246273,False
ACTR8,0.0016998683393416667,0.038303474537534334,0.7030760736581718,False
