gene,rev2,rev5
VGLL3,-1.4991891891891889,-0.5232432432432431
TMEM139,-0.4667567567567568,-0.1543243243243243
TUBB7P,-0.2486486486486486,-0.1543243243243243
IMMP2L,0.4497297297297296,0.3045945945945946
PHLPP2,0.2532432432432431,0.1505405405405404
MGAT4B,-0.2770270270270269,-0.3983783783783782
VAMP4,-0.4043243243243242,-0.2343243243243241
CPNE2,-0.5097297297297297,-0.1637837837837837
DPYSL3,-0.2443243243243243,-0.4135135135135135
GAR1,-0.3302702702702704,-0.0213513513513514
PPIAL4G,-0.1724324324324325,-0.0232432432432433
SRRM2,0.3564864864864864,0.4345945945945946
ZNF776,0.2081081081081083,-0.0056756756756756
TMEM63A,0.1932432432432431,0.3262162162162164
ZNF471,0.3918918918918919,0.3402702702702703
GLCE,-0.1743243243243242,-0.3308108108108109
EGFR,0.5567567567567567,0.6227027027027029
MTMR2,-0.2456756756756754,-0.3105405405405401
CEP104,-0.3556756756756757,-0.334054054054054
DPY19L3,-0.1759459459459459,-0.3497297297297298
UFD1L,-0.4554054054054054,-0.4189189189189188
MKKS,-0.2262162162162161,-0.4232432432432433
VCAM1,-0.7205405405405404,-1.3237837837837836
KCTD2,0.3964864864864865,0.3648648648648648
CD69,-0.3681081081081082,-0.9778378378378378
