gene,rev2,rev5
MOB1A,-0.4859459459459457,-0.5948648648648649
FMNL2,-0.4600000000000003,-0.1121621621621624
DCSTAMP,-0.794054054054054,-0.7254054054054055
CCDC50,0.3894594594594593,0.4759459459459458
UBTD1,0.3343243243243243,0.330810810810811
USP9YP17,0.2348648648648649,0.0248648648648648
CD276,-0.2956756756756757,-0.238918918918919
HTATIP2,-0.768918918918919,-0.9002702702702705
VASP,-0.7286486486486485,-0.8427027027027026
GABPB2,0.1716216216216213,0.0997297297297297
SRM,-0.7981081081081081,-0.6491891891891892
TWIST1,0.471891891891892,0.4281081081081079
ANGEL1,-0.16,-0.1
ABCA10,0.5921621621621622,0.4
AKR1C1,-1.0951351351351355,-0.6456756756756761
PPWD1,0.5816216216216216,0.2921621621621622
RHOU,-0.2137837837837838,-0.3821621621621622
GMPSP1,0.2810810810810809,0.1975675675675675
LRRC32,-0.7524324324324323,-0.5016216216216215
MAPRE1P1,-0.5502702702702702,-0.4502702702702703
DDX42,0.2329729729729732,0.2862162162162165
KLHL21,0.4094594594594595,0.6097297297297297
SCPEP1,-0.5708108108108108,-0.7727027027027025
H2AFZP6,0.1629729729729729,-0.0178378378378378
RGS10,-1.5091891891891895,-2.2089189189189185
ZC3H12D,-0.2835135135135135,-0.3027027027027026
PAK4,-0.1329729729729729,0.044054054054054
GMFBP1,-0.5337837837837837,-0.4921621621621622
SLC6A9,-0.3308108108108107,-0.3267567567567567
ATP11A,-0.3235135135135135,-0.3559459459459461
CNN3P1,-0.3097297297297297,-0.1637837837837836
DOCK11P1,-0.2318918918918919,-0.0543243243243243
NAPA,-0.248108108108108,-0.0448648648648647
HORMAD2,-0.3632432432432432,-0.2791891891891892
RBM43,0.3075675675675675,0.1270270270270269
PTCHD4,-0.1878378378378378,-0.1078378378378378
MAGI3,0.2359459459459459,0.2037837837837837
RHBDF1,0.1383783783783783,0.0775675675675675
FAM156B,0.7286486486486485,0.5556756756756756
UCK1,0.1545945945945946,0.0943243243243243
HIST1H2AE,-0.6351351351351351,-0.9775675675675676
ARPC3,-0.5970270270270268,-0.6475675675675677
ASNA1,-0.2483783783783782,-0.3086486486486484
IFT20,-0.3908108108108108,-0.4686486486486483
RNA5SP372,0.3037837837837838,0.2754054054054054
LUCAT1,-0.8924324324324323,-1.1610810810810812
NR4A3,-1.4140540540540545,-1.9991891891891889
MORN4,0.199189189189189,0.0459459459459458
COA7,-0.247027027027027,-0.2786486486486486
PGR,0.2802702702702703,0.2654054054054054
MTND1P22,0.15,0.1970270270270269
FCGR2C,-2.6478378378378378,-3.48972972972973
PARM1,0.2710810810810811,0.1067567567567567
HPR,-0.691891891891892,-0.7321621621621623
ARPC4-TTLL3,-0.3643243243243242,-0.3227027027027025
TMEM72,-0.1375675675675675,-0.0721621621621621
RANP1,-0.3618918918918917,-0.2905405405405404
EEPD1,0.2483783783783785,0.4627027027027026
MAPK3,-0.3070270270270269,-0.2681081081081081
ZNF498,0.2775675675675675,0.4399999999999998
MAPK1,-0.3978378378378379,-0.4808108108108112
ZFP90,0.1454054054054053,0.0918918918918918
ANKRD10-IT1,0.3645945945945946,0.1378378378378378
TRPM4,-0.2186486486486486,-0.1878378378378378
RSF1,0.3216216216216215,0.1110810810810813
ZNF383,0.3116216216216217,0.2435135135135135
TMEM219,-0.1632432432432432,-0.065945945945946
MFAP3,-0.2467567567567569,-0.4002702702702703
HMGN2P6,0.2045945945945947,0.0416216216216217
GLULP6,0.6386486486486487,0.5208108108108108
RNA5SP63,0.2075675675675675,0.082972972972973
DNAH12,0.1789189189189189,0.1043243243243243
ADIPOQ,0.1383783783783785,0.1502702702702706
PAX2,0.1175675675675675,-0.0148648648648649
IAH1,0.2154054054054053,0.2097297297297295
CLPX,0.3151351351351351,0.087027027027027
FAF1,-0.2827027027027027,-0.2313513513513514
MPZ,-0.2345945945945947,-0.2348648648648649
ZNF160,0.4775675675675674,0.4554054054054051
EWSAT1,-0.1891891891891892,-0.072972972972973
TBC1D2,-0.4854054054054055,-0.5172972972972972
REEP2,-0.5683783783783785,-0.4194594594594595
NFE2L1,-0.2205405405405403,-0.1775675675675675
TRPC6,-0.2183783783783783,-0.4908108108108106
IFI6,-1.0656756756756756,-1.4118918918918917
IKZF2,-0.2351351351351351,-0.2221621621621621
HK3,-0.6518918918918918,-0.7559459459459458
NRROS,-0.3235135135135135,-0.4013513513513513
CCSAP,-0.2427027027027027,-0.3456756756756757
GMCL1,0.9510810810810812,0.7386486486486487
FAM85A,0.8462162162162161,0.7708108108108105
WFS1,-0.4070270270270269,0.0032432432432433
THOC3,-0.2883783783783783,-0.4940540540540541
PLEKHM1,-0.4183783783783784,-0.1721621621621621
DDX11,0.1964864864864866,0.0640540540540542
ALG3P1,-0.1962162162162162,0.0416216216216216
ELF4,-0.5310810810810813,-0.4783783783783785
DDX41,-0.3167567567567568,-0.2572972972972974
SHISA4,-0.2172972972972973,-0.1116216216216216
RN7SKP202,-0.181081081081081,-0.2116216216216216
HRASLS5,-0.2608108108108107,-0.0535135135135134
ITPRIP,-0.1670270270270271,-0.1340540540540541
PLAU,-0.6462162162162162,-0.7027027027027026
EEF1A1P3,0.1197297297297297,0.1329729729729729
NRG2,0.1921621621621622,0.2024324324324324
BORA,-0.2402702702702703,-0.3308108108108106
PAPLN,-0.1672972972972974,-0.265945945945946
ZBTB16,0.7278378378378378,0.5743243243243241
RAC1P5,-0.2351351351351351,0.1072972972972972
FLJ27243,0.3275675675675675,0.1748648648648648
NDUFB4P3,0.1483783783783782,0.2102702702702702
SLC25A18,0.1670270270270271,0.1016216216216216
ZNF780A,0.2094594594594594,0.2821621621621621
VN1R53P,-0.3967567567567567,-0.1437837837837838
BRD8,0.365135135135135,0.3013513513513512
UBE2N,-0.1456756756756757,-0.1335135135135133
PPIL2,-0.2205405405405406,-0.2835135135135135
KANTR,0.2413513513513513,0.0954054054054054
LDHAP4,-0.3756756756756758,0.0718918918918919
KRT8P41,0.1624324324324324,0.1505405405405405
ATXN7L3B,0.2443243243243243,0.0775675675675676
EMCN,0.2927027027027026,-0.1618918918918918
HOXA2,0.2064864864864865,0.0464864864864865
PDHB,0.3772972972972972,0.3864864864864863
SCGB1A1,0.1983783783783784,0.0105405405405405
ADSS,-0.287027027027027,-0.3472972972972973
KDELC2,0.1924324324324323,0.1300000000000001
PLCXD1,0.6472972972972972,0.7002702702702702
BVES,-0.5905405405405407,-0.5024324324324325
LGALS9C,-1.529189189189189,-1.496216216216216
MORC3,0.2467567567567567,0.1102702702702702
USP47,0.185945945945946,0.182972972972973
ANKRD20A1,0.2321621621621622,0.3802702702702702
KRTAP2-3,-0.1964864864864865,-0.0197297297297297
CLK2,0.4505405405405407,0.2786486486486486
DTWD1,0.3908108108108108,0.2194594594594595
TP53I3,-0.2651351351351352,-0.3472972972972973
DISP1,-0.3648648648648649,-0.4732432432432433
DPPA5P4,0.091081081081081,0.171081081081081
BOD1L2,0.1451351351351351,0.0675675675675675
FAM178B,0.1835135135135135,0.401891891891892
SLC16A1,-0.3778378378378378,-0.3516216216216217
ACSM5P1,0.7035135135135134,0.6224324324324325
COX6A1,0.3732432432432433,0.2518918918918919
TMEM101,0.2035135135135135,0.011081081081081
TOMM34,-0.3945945945945945,-0.3978378378378379
ATP6V0CP3,-0.2583783783783785,0.1191891891891891
TTC3,0.2810810810810814,0.3918918918918921
OSBP2,-0.4472972972972971,-0.4591891891891891
RNF125,0.7994594594594594,0.6056756756756756
GRIN2C,-0.1018918918918918,-0.0259459459459459
CAPN6,0.7597297297297295,0.5218918918918919
AGTRAP,-0.5516216216216219,-0.7564864864864865
PTPN11,-0.7616216216216218,-0.5294594594594596
PMF1,-0.1783783783783784,-0.1732432432432433
HES1,-0.4075675675675678,-0.4275675675675677
DMRTA1,0.3775675675675677,0.2062162162162162
TMEM75,-0.1502702702702701,-0.0435135135135134
UBE2V1,-0.3048648648648648,-0.0789189189189189
TP53,-0.3627027027027028,-0.168918918918919
PDCD2,-0.1632432432432431,-0.2162162162162161
FTH1P21,-0.7083783783783785,-0.4483783783783784
CPNE5,-0.194054054054054,-0.0675675675675675
SLC12A2,-0.3016216216216214,-0.2813513513513512
NFKB1,-0.3435135135135136,-0.3843243243243243
AP1G1,-0.2797297297297297,-0.3113513513513511
NAV3,-0.681081081081081,-0.3351351351351352
FBXO11,0.5043243243243243,0.4448648648648651
MTND2P14,0.2835135135135134,0.2110810810810811
GSTP1,-0.4299999999999999,-0.4799999999999998
TCTN1,-0.3727027027027027,-0.4232432432432433
SLC7A4,-0.4862162162162162,-0.4264864864864865
NDRG2,-0.3094594594594596,-0.2202702702702702
GREB1L,0.3294594594594595,0.5472972972972971
DNM2,-0.5262162162162162,-0.4805405405405404
MB21D1,-0.1821621621621621,-0.361081081081081
NUMA1,0.4848648648648648,0.5737837837837837
EZH1,0.5299999999999999,0.6043243243243245
SIDT2,-0.2202702702702704,-0.0889189189189191
ETNK1,-0.1716216216216217,-0.2251351351351354
DAD1L,-0.4345945945945945,-0.3737837837837838
SNRPGP10,-0.2686486486486486,-0.0954054054054053
OR8K4P,0.144054054054054,0.0978378378378379
BZW1P2,-0.4494594594594595,-0.3502702702702702
COX19,0.2143243243243243,0.1018918918918918
ALG13,0.2618918918918919,0.3675675675675675
SUMO3,-0.708648648648649,-0.6264864864864866
GOLIM4,-0.5186486486486486,-0.6116216216216214
SAP130,0.2075675675675677,0.2808108108108109
MAP3K14,-0.165945945945946,-0.2964864864864865
RNF144A,0.76,0.6797297297297298
SH2D1B,-0.2610810810810809,-0.4548648648648648
MEF2C,-0.194054054054054,-0.4862162162162162
FOXM1,-0.2737837837837837,-0.3143243243243242
IVNS1ABP,-0.6924324324324324,-0.9072972972972976
YIPF5,-0.2145945945945946,-0.3316216216216217
TRBV16,0.1324324324324323,0.078108108108108
TMC5,-0.7851351351351352,-0.8078378378378378
RNA5SP269,0.2424324324324324,0.2591891891891892
DENND4A,-0.2697297297297294,-0.3410810810810809
TAF9B,0.5918918918918916,0.2586486486486484
YBX1P10,-0.3962162162162164,-0.2756756756756757
GLMP,-0.8694594594594593,-0.7748648648648648
RCE1,-0.2321621621621622,-0.1672972972972972
TGM2,-0.3243243243243244,0.0108108108108107
GMCL1P2,0.2356756756756757,0.2867567567567567
MBD2,-0.3251351351351349,-0.1348648648648649
ARAP2,-0.6172972972972972,-0.8064864864864862
FAM116A,0.3651351351351352,0.2435135135135134
SLC2A4RG,0.336216216216216,0.6489189189189188
FMOD,-1.0402702702702702,-0.72
P2RY13,-0.9456756756756756,-1.3537837837837836
TSPYL2,0.898108108108108,0.884324324324324
CELF2,0.3789189189189187,0.2121621621621621
CHST13,-0.0916216216216216,-0.1121621621621621
TNFRSF9,-0.3756756756756758,-0.3745945945945946
ATP6AP1L,0.6732432432432436,0.7470270270270273
PLCG2,-0.4502702702702701,-0.6489189189189191
ANAPC7,-0.4002702702702703,-0.3186486486486489
SLC35A1,-0.2532432432432431,-0.4154054054054052
RASA4B,-0.1894594594594594,-0.225135135135135
TPGS2,-0.7221621621621619,-0.4178378378378377
CCDC51,-0.2983783783783784,-0.1508108108108107
STK32B,-0.6637837837837839,-0.5116216216216216
SAMD9,-0.3908108108108107,-0.7954054054054056
CCDC142,0.3427027027027026,0.2427027027027024
CENPT,0.1154054054054053,0.0718918918918918
AHCTF1,0.374054054054054,0.3391891891891893
NIPSNAP3A,1.4437837837837837,1.4927027027027029
ACTB,-0.9678378378378376,-0.8589189189189189
PRADC1,-0.3216216216216217,-0.2421621621621622
INHBB,-0.5113513513513512,-0.4224324324324323
RAB27A,-0.2335135135135134,-0.4172972972972973
FCGR2A,-2.8472972972972967,-3.751081081081081
FAM179B,0.3118918918918916,0.1445945945945944
MYO9B,-0.6335135135135136,-0.645135135135135
TAGAP,-0.4289189189189187,-0.7605405405405403
GOLGA8F,0.2294594594594593,0.2499999999999999
MATN2,1.2489189189189187,0.8218918918918918
PSMB1,-0.2227027027027027,-0.1008108108108108
CBWD3,-0.2216216216216218,-0.1889189189189191
LY75-CD302,0.6764864864864865,0.5035135135135133
IFI27L2,-0.2194594594594596,-0.49
RNA5SP188,0.175945945945946,0.1167567567567568
HIST1H2BM,-1.0778378378378377,-1.054054054054054
CSMD1,0.2724324324324323,0.422162162162162
TCF3,-0.257027027027027,-0.3297297297297296
TMEM30A,-0.4970270270270272,-0.6318918918918921
GOLGA6L3,0.1937837837837837,0.1375675675675674
ARL6IP5,-0.2537837837837838,-0.2464864864864866
GNL3L,-0.234054054054054,-0.3337837837837837
PENK,-0.2991891891891892,-0.284054054054054
AMFR,-0.2675675675675675,-0.1716216216216216
BCAR1,-0.6751351351351349,-0.4110810810810809
DLGAP4,-0.7564864864864865,-0.3794594594594594
WHAMMP2,0.5686486486486486,0.5310810810810811
CRIP1,-1.139189189189189,-1.0559459459459457
CHP1,0.3772972972972976,0.7137837837837838
CALM1P2,-0.1972972972972972,-0.1089189189189189
GANAB,-0.2156756756756757,-0.2132432432432432
TXLNG,0.281081081081081,0.3883783783783785
BLOC1S5-TXNDC5,-0.3824324324324324,-0.4270270270270272
SULF2,-0.5013513513513514,-0.6697297297297298
ITGB8,-0.4094594594594595,-0.3667567567567568
OR4K8P,0.1902702702702702,0.0813513513513513
COX5B,0.2608108108108107,0.2664864864864863
MCTP1,-0.7667567567567568,-1.0305405405405408
CAP1P2,-0.5035135135135135,-0.4235135135135134
PORCN,-0.4899999999999999,-0.3278378378378379
RNA5SP175,0.2327027027027028,0.2259459459459459
FPR3,-3.2813513513513515,-3.755945945945945
HSP90AA2P,-0.4362162162162159,0.0286486486486487
ITGB1,-0.265135135135135,-0.2048648648648646
XPC,0.301081081081081,0.0670270270270268
SKA2,-0.3527027027027025,-0.4518918918918918
HIGD1AP1,-0.3413513513513515,-0.0164864864864864
BFSP2,0.1435135135135134,0.0597297297297297
TMEM65,-0.3408108108108109,-0.25
KCNIP2,0.6989189189189189,1.0659459459459455
MOSPD2,-0.3348648648648648,-0.4824324324324325
SPATA7,0.2637837837837837,0.0186486486486486
KEAP1,-0.2705405405405406,-0.2921621621621623
SHPRH,0.3945945945945945,0.2405405405405405
CTSD,-1.924324324324324,-1.5154054054054056
LAMB2,-0.3229729729729728,-0.2805405405405405
RNY4P27,0.1910810810810811,-0.1075675675675675
ST13P5,0.5816216216216217,0.7494594594594594
GATAD2A,-0.5413513513513513,-0.5518918918918917
KSR1,-0.3237837837837837,-0.1835135135135135
PPIC,-0.3972972972972973,-0.5170270270270267
PLN,0.3516216216216213,-0.0894594594594595
FGF23,0.1743243243243243,0.0656756756756756
ATAD1,0.1464864864864865,0.1456756756756756
FOXP2,0.6251351351351351,0.7105405405405405
TSACC,-0.3102702702702703,-0.14
RN7SL278P,-0.2272972972972972,-0.0151351351351351
SNX14,-0.1745945945945948,-0.142972972972973
ALG3,-0.4875675675675675,-0.2086486486486485
PVRL3,0.4108108108108108,0.3402702702702703
ARL6,-0.3543243243243243,-0.1683783783783782
ARL8B,-0.2021621621621621,-0.231081081081081
RNF24,-0.715135135135135,-0.812702702702703
CIDECP,0.1918918918918919,0.3497297297297296
SAP18P3,-0.1621621621621621,-0.0672972972972972
UQCRBP2,0.1402702702702702,0.2762162162162161
BCAS2,-0.1837837837837838,-0.2113513513513514
ABCB5,0.5197297297297299,-0.0191891891891891
CLEC4E,-0.5394594594594595,-1.064324324324324
TRGV8,-0.3435135135135135,-0.3727027027027028
S100A3,-0.4224324324324325,-0.5170270270270271
SPTLC2,-0.2721621621621622,-0.4478378378378379
CKS1B,0.4635135135135136,0.5016216216216217
HOMER3,-0.1910810810810811,-0.3164864864864865
SIPA1L3,-0.3708108108108108,-0.1027027027027027
NFIA,0.2818918918918919,0.3986486486486487
CCT8L2,0.1481081081081081,-0.0048648648648649
TERF2,0.2140540540540538,-0.0124324324324323
KIAA1549L,-0.6727027027027027,-0.5864864864864867
TMSB10,-0.4951351351351351,-0.5175675675675675
GLIS2,-0.4827027027027027,-0.3956756756756758
RAD51D,-0.2313513513513513,-0.0889189189189189
TMOD3,-0.2794594594594595,-0.3210810810810811
CLEC14A,-0.2032432432432431,-0.2745945945945946
LY6G6C,-0.1721621621621621,-0.0472972972972973
FRS3,0.2443243243243244,0.3024324324324324
ANGPT4,-0.1743243243243243,-0.2340540540540539
DIDO1,0.225945945945946,0.0386486486486485
EIF4EBP2P2,0.4335135135135134,0.5940540540540542
GALNT12,-0.3072972972972973,-0.1883783783783783
KCTD1,0.2489189189189188,0.0743243243243243
PTGER4P3,-0.4254054054054054,-0.2662162162162161
ROCK1,-0.3056756756756756,-0.2572972972972971
CFC1,-0.1208108108108108,-0.0662162162162161
CLEC3A,-0.1348648648648648,-0.1183783783783783
PANK2,-0.312972972972973,-0.5464864864864866
GBAP1,-0.4332432432432433,-0.4789189189189188
PSENEN,-0.2556756756756756,-0.4210810810810811
SUN1,0.3872972972972974,0.221081081081081
TUBB4BP1,-0.257027027027027,-0.1724324324324325
TIMM8B,-0.4827027027027026,-0.4194594594594595
SMS,-0.3248648648648649,-0.3872972972972972
GNS,-0.6924324324324322,-0.7013513513513511
TMEM86A,-0.2975675675675676,-0.3489189189189188
SEC22A,0.1727027027027026,-0.0232432432432431
MON2,0.2172972972972973,0.0632432432432432
SEC24D,-0.9054054054054054,-0.7862162162162163
RAB3IP,-0.287027027027027,-0.0921621621621621
MYH4,-0.1854054054054054,-0.0975675675675675
IFNL2,0.1113513513513513,0.1005405405405405
GPSM2,-0.4821621621621622,-0.5529729729729732
CLOCK,-0.4045945945945947,-0.2232432432432432
KIF11,-0.4056756756756758,-0.5167567567567569
B4GALT6,-1.5013513513513512,-0.4767567567567569
FHL3,-0.5291891891891893,-0.5027027027027028
ABHD17AP6,-0.2502702702702704,-0.2289189189189188
P2RY12,-0.7883783783783784,-0.7664864864864867
JARID2,-0.3,-0.3537837837837839
UNC93B2,-0.3186486486486486,-0.2218918918918916
RSL1D1,0.2672972972972974,0.0513513513513515
GCGR,0.1172972972972973,0.0264864864864864
ACTG1P16,-0.1821621621621621,-0.2713513513513513
SEPT14P24,0.3575675675675676,0.1691891891891894
TREM1,-0.8408108108108108,-1.2824324324324323
APLP2,-0.3059459459459459,-0.5129729729729728
PTGR1,0.7662162162162163,0.745945945945946
CRYM,-0.2372972972972972,0.025945945945946
MYO1F,-1.4745945945945946,-2.2067567567567568
CFL1P7,-0.221081081081081,-0.1854054054054054
STON2,-0.2845945945945946,-0.4351351351351352
QKI,-0.1562162162162162,-0.1024324324324324
LRWD1,-0.2078378378378377,-0.1629729729729729
NAGA,-0.732162162162162,-0.868918918918919
TRAF7,-0.55,-0.3394594594594592
PROS1,-0.5532432432432433,-0.8283783783783786
PLCL1,0.1824324324324324,0.2037837837837837
CRABP2,-0.2883783783783784,-0.4945945945945947
FGF2,0.6786486486486486,0.6545945945945943
CLN5,-0.2821621621621623,-0.2889189189189191
LHCGR,-1.814594594594595,-1.412972972972973
PRLR,-0.2364864864864865,-0.334864864864865
PSMD8P1,-0.3116216216216217,-0.0294594594594595
ERCC2,-0.3605405405405405,-0.187027027027027
HIF1A,-0.8772972972972971,-0.8286486486486487
RN7SL101P,0.1751351351351351,0.1586486486486485
SQLE,-0.5778378378378377,-0.4232432432432432
IPO13,-0.3440540540540539,-0.2978378378378377
CRY2,0.3494594594594594,0.3156756756756756
GUSBP3,0.461891891891892,0.3332432432432433
GDPD1,-0.4667567567567565,-0.4816216216216216
FDX1,-0.638918918918919,-0.3883783783783783
KRTAP21-1,-0.2275675675675675,-0.1483783783783784
ZNF765,0.1702702702702702,0.1278378378378378
C1QB,-2.253783783783784,-3.0783783783783787
CETN3,0.3172972972972973,0.2672972972972973
SLX1A,-0.4416216216216213,-0.4032432432432431
SEPT11,-0.5421621621621622,-0.3545945945945947
MTND4LP25,0.1872972972972972,0.0129729729729729
CNN2P2,0.2118918918918917,0.3016216216216215
PBX3,-0.1970270270270269,-0.2989189189189188
CCNL2,0.4505405405405404,0.362972972972973
NUB1,0.3164864864864864,0.1859459459459459
UBE2L3,-0.3170270270270269,-0.1481081081081079
TFG,-0.3775675675675674,-0.2086486486486486
NIT1,0.4051351351351351,0.4213513513513512
EAF1,-0.3000000000000001,-0.3324324324324325
CHRNA1,-0.2313513513513514,-0.2256756756756756
TTC13,-0.3735135135135135,-0.2554054054054054
MSR1,-3.888108108108108,-4.277027027027027
CYTIP,-1.151891891891892,-1.595675675675676
SNRPGP3,0.1810810810810811,0.2524324324324327
SNX3,-0.1878378378378375,-0.1813513513513512
NMB,-0.3662162162162163,-0.0510810810810811
NUP35,0.1994594594594595,0.0699999999999999
ARHGAP27,-0.1983783783783783,-0.2948648648648648
AP1B1,-0.7597297297297299,-0.8040540540540542
GPR132,-0.2613513513513513,-0.2913513513513512
KRT8P39,0.1708108108108108,0.0567567567567567
UBAP1,-0.2462162162162162,-0.0321621621621623
RN7SL462P,-0.261891891891892,-0.0440540540540541
E2F3,-0.488918918918919,-0.5143243243243242
ZNF225,0.2327027027027026,0.0518918918918919
EPN2,0.3540540540540542,0.2278378378378377
UTS2B,1.0097297297297296,1.0840540540540538
MIF,-0.729189189189189,-0.988378378378378
HSPA8P4,-0.1843243243243243,-0.2597297297297297
RN7SL121P,0.0524324324324319,0.0510810810810807
SMARCA1,0.6016216216216216,0.4008108108108107
TRIM47,-0.3705405405405405,-0.3837837837837837
ARMC2,-0.1445945945945946,-0.0424324324324325
GLYCTK,0.6091891891891893,0.546756756756757
KDM6A,0.3216216216216218,0.2200000000000003
PIR,-0.2448648648648649,-0.2148648648648649
PPP2R3C,-0.1937837837837838,-0.2497297297297298
RAD51L3-RFFL,-0.2805405405405405,-0.099189189189189
MERTK,-1.615675675675676,-1.918108108108108
ARHGDIA,-0.53,-0.1370270270270269
ATR,-0.7305405405405405,-0.5027027027027028
PDCD7,0.4402702702702706,0.3275675675675676
FZD7,0.2464864864864863,-0.102972972972973
FAM87B,0.2597297297297297,0.2602702702702701
IL10RA,-1.6356756756756758,-1.9805405405405403
TKT,0.3629729729729729,0.5208108108108105
LTBR,-0.3940540540540541,-0.3732432432432431
GUK1,-0.3456756756756755,-0.402162162162162
TMEM8A,-0.4481081081081081,-0.4864864864864864
SDAD1,-0.2191891891891893,-0.2778378378378379
RARRES3,-0.3489189189189189,-0.5294594594594595
ZDHHC12,-0.2789189189189188,-0.2451351351351349
WDR75,0.2513513513513513,0.1551351351351352
COG5,0.1913513513513512,0.044324324324324
TXNP1,-0.9164864864864868,-0.9024324324324324
RNA5SP199,0.5245945945945945,0.4056756756756756
CERS6,0.5578378378378378,0.4313513513513514
PIP5KL1,0.1162162162162161,0.0759459459459459
ARL4C,-0.5651351351351352,-0.8018918918918919
KRT15,0.1416216216216216,0.1181081081081081
PRH1,0.4543243243243242,0.2524324324324323
DAG1,-0.8351351351351349,-0.6381081081081079
FAM161A,0.2421621621621621,0.218108108108108
GTF2F2,-0.2737837837837836,-0.2467567567567566
TCEA1P2,0.1556756756756756,0.0583783783783782
CCDC69,-0.1927027027027025,-0.1713513513513511
OR7E11P,0.1602702702702703,0.1135135135135134
MRPL32,0.5013513513513514,0.4324324324324324
GAPDHP44,-0.4135135135135135,-0.192162162162162
RNF11B,-0.1586486486486486,-0.0443243243243243
SFPQ,0.2337837837837837,0.2278378378378376
DCXR,0.7018918918918919,0.9527027027027032
KCNMB1,-0.1848648648648648,-0.0805405405405405
OFD1P8Y,0.2262162162162163,0.0337837837837838
PWP1,-0.3197297297297298,-0.2343243243243242
METTL8,-0.5183783783783785,-0.42
GPC4,-0.6716216216216215,-1.127837837837838
ISG15,-0.1383783783783784,-0.1927027027027026
AZGP1,2.1524324324324327,2.117027027027027
CCT5,-0.7267567567567571,-0.5854054054054055
ADAM12,-2.0643243243243248,-2.0248648648648646
IGFBP2,-0.3748648648648648,-0.4083783783783783
HSD17B12,0.4878378378378377,0.9332432432432436
LTF,-0.367027027027027,-0.2675675675675674
ICOS,-0.3294594594594595,-0.4221621621621622
TRAF6,0.2954054054054052,0.2254054054054053
CRYGN,0.2413513513513512,0.0705405405405406
KRT16,-0.3289189189189189,-0.1335135135135133
PLCE1,0.6570270270270272,0.7962162162162162
TNN,0.3251351351351351,0.3535135135135133
KCNA3,-0.3783783783783783,-0.5256756756756756
LTBP2,-0.3651351351351352,-0.4586486486486486
KALRN,0.3567567567567567,0.6440540540540538
HERC4,0.2064864864864865,0.2697297297297298
HSPH1,-1.1832432432432431,-1.0375675675675673
TYMP,-0.5175675675675677,-0.5491891891891891
TTC39C,0.335945945945946,0.3162162162162162
DYNLL1P2,-0.4043243243243242,-0.3845945945945947
OR7E156P,0.1454054054054054,0.0329729729729729
HMGN2P15,0.4081081081081083,0.2486486486486487
ACADS,0.3105405405405405,0.4505405405405406
RN7SKP254,0.145135135135135,0.107027027027027
KHNYN,0.2897297297297297,0.0959459459459459
NBPF10,0.2454054054054056,0.2002702702702702
DENND2A,0.4043243243243243,0.3986486486486486
GAPDHP33,0.3027027027027028,0.2316216216216217
COL6A1,-0.7945945945945944,-0.6462162162162163
RAB29,-0.6170270270270269,-0.4005405405405405
UBR2,0.4270270270270271,0.3516216216216216
GLP2R,-0.2408108108108106,-0.1662162162162161
SSPN,0.4718918918918915,0.3935135135135132
TGFA-IT1,0.1575675675675674,0.0272972972972972
CHRNB3,0.1837837837837837,0.0705405405405404
KCNJ8,0.7097297297297297,0.311891891891892
AAMDC,-0.3402702702702704,-0.0632432432432433
MARCKS,-0.2221621621621622,-0.1375675675675675
SPDYE6,0.3489189189189189,0.2132432432432432
NRCAM,-2.1521621621621625,-1.8540540540540544
RNA5SP215,0.4329729729729729,0.4491891891891891
WIPF1,-0.6145945945945949,-0.5854054054054056
CANX,-0.3743243243243243,-0.4456756756756753
ANXA2P2,-0.2827027027027027,-0.1872972972972968
CANT1,-0.2127027027027026,-0.1172972972972973
TCF7L1-IT1,0.4767567567567567,0.3232432432432433
OSTM1,-0.8910810810810812,-0.7151351351351352
OMA1,0.2256756756756755,0.2664864864864862
TMEM87B,-0.4754054054054053,-0.4575675675675675
GPRASP1,0.521081081081081,0.4805405405405404
NAT8L,0.4529729729729728,0.742162162162162
PTPRF,0.4602702702702703,0.6091891891891894
PMM2,-0.3427027027027025,-0.2191891891891891
DSE,0.4535135135135139,0.2945945945945946
CIR1,0.2959459459459458,0.1313513513513515
HDAC1P2,-0.2878378378378378,-0.084054054054054
SLC39A4,-0.242972972972973,-0.1851351351351351
REREP3,0.2656756756756758,0.3013513513513513
MBTPS2,0.2289189189189189,0.271891891891892
PREX2,0.2670270270270268,0.1883783783783783
GBP2,0.2618918918918917,0.1670270270270269
MMAB,0.4991891891891891,0.7400000000000001
ZNF208,0.4394594594594594,0.2332432432432431
ZMPSTE24,-0.7359459459459461,-0.6683783783783785
VDAC1P5,-0.1848648648648649,-0.1002702702702702
ERO1A,-0.7262162162162159,-0.7186486486486483
CLK4,0.7113513513513515,0.3478378378378378
RAB7B,-1.842972972972973,-1.5570270270270263
HSP90AA6P,-0.2170270270270268,-0.0043243243243242
PACERR,0.1967567567567566,0.168108108108108
MRPS30,0.3824324324324323,0.2037837837837837
WBP5,-0.3827027027027029,-0.4437837837837838
RNVU1-19,0.651891891891892,0.7137837837837839
FSCN1P1,-0.1397297297297297,-0.2110810810810811
CTSS,-2.895675675675676,-3.82054054054054
PATZ1,0.621081081081081,0.4056756756756756
MT1M,-0.4591891891891892,-0.782972972972973
GAPDHP59,-0.2683783783783785,-0.1413513513513515
PLPP7,-0.2548648648648648,-0.0545945945945946
ORMDL3,1.9394594594594592,1.8540540540540544
RPUSD3,-0.2159459459459461,-0.1675675675675676
AKIRIN1P1,0.1848648648648649,0.2118918918918919
TOMM5,-0.3810810810810811,-0.3078378378378378
