gene,z2,z12
ABL2,-0.29878310221348375,-1.7135729573896077
HNRNPA2B1,-3.6645784824425722,-3.7386364431048813
CBX5,-0.01604305154667325,-0.05261630855704149
TYRO3,0.1469669572815338,0.18130343153953668
PGLYRP1,-0.4974333628255554,-0.048864978507124186
TNNT2,-1.180141754392254,2.486580468171697
ADGRE2,-0.08164855292403193,0.6616142786677175
SAA1,-5.786877321982964,-0.9610275640481653
MMP12,3.325967512188391,4.387243118273102
MAPK9,0.6708149978608086,0.8450174176831898
PRSS22,1.145161614062894,2.0793151355365973
SERPINA7,-12.604384037292668,-14.964965810627437
PROS1,-5.431973431608764,0.27238107800056033
OCIAD1,-0.12385904154142051,-0.4483378437297319
TNFSF4,0.009944959011250816,0.040770725389838176
AREG,-0.6662986763203713,-2.82245807252637
VEGFA,2.8086235002054147,7.344498805607394
TFF1,9.060600914234538,16.704914489730818
HRG,3.3521807183492287,3.3653292707009204
TGM3,0.8602618025197797,0.45889569159474547
SUMO3,-1.119787872872398,-1.3405216341380732
TNFRSF6B,-0.1995225742116873,-0.17472810832217844
IFNB1,0.17364661397806533,0.1785013018451213
ITGA2B ITGB3,0.19322293708642896,-0.1268075620727155
C4A C4B,-124.09190182449782,0.06481705686584036
VCAM1,7.59971287497851,5.981578741125084
ADCYAP1,0.23147918070873938,0.03727576782015904
CCL27,-0.21060716166789217,-0.1004213738027047
EIF4H,-0.7854107259468955,-2.2331269941725718
CD83,-0.13140619660956024,-0.11113098673313485
MIF,-0.5929206782780516,-1.0846259636839688
SMAD2,-1.6204958790518247,-0.9355473143678824
TNFSF8,-0.08248071819897916,0.14998865823323934
JAG1,0.17531897419289347,0.22764876107553805
SIGLEC14,-8.374502544126738,4.462369733031034
HSD17B1,-0.39474124801891075,-0.5028505759815993
TACSTD2,0.11254159380213831,0.2446144672581399
COL8A1,1.4376750079022358,0.3041633574853823
TG,-0.062266255719248105,-0.022139906405217704
SCARF1,1.5268772856202624,3.495696043369095
C3,-365.64977196411115,-37.29059544149285
CCL5,-42.99600883876638,-68.08669273878033
IL1RL1,3.665301152286606,3.7037711813333214
CD226,0.018515020394990152,0.08075297020992594
COLEC12,3.867123130547489,2.74834903962468
C10orf54,-0.13786058727717718,-0.03527903962807499
BMP7,1.2717237328088142,0.056636280217006514
TNFRSF1A,-0.8173176945152665,0.6803784880968076
CST2,21.0869950702086,20.943462732416478
NRP1,2.952704887897592,1.2063229389369672
PPIA,-40.61638113718705,-60.20072409058327
PROC,-0.22536641578557445,-0.44486934328831507
PTPN2,-0.0955347634725591,0.06397682499025822
PLAU,0.46937260376042717,2.4631702707246825
MAPK8,-0.08940812912814505,0.023043286503421433
NR1D1,-0.02715450188192903,-0.047780875871252
IL18R1,-14.044467944675013,-6.026817523076841
ARG1,0.5125714711342004,0.3686495548791076
ESR1,-0.3863181295034581,-0.28235861346984314
HTRA2,2.6146705935795582,2.3485265914238025
EFNA2,0.3230348802218798,0.5675757597427048
CGA TSHB,-0.5287840946048827,-0.9763436246729632
MMP13,0.927338703497762,0.8701197083882972
CLEC1B,-2.0771429238314143,-3.6489613151794313
DAPK2,-0.9680491047116274,-0.8706895542277925
CTSV,2.645774595654559,-0.3340558420943275
IGFBP7,4.147672323635616,5.3704074487596145
IL19,5.356698972703013,1.3629142497288467
SERPINA1,0.3823887034727205,0.35769397787714025
IL6ST,2.277694755093694,4.639347569468525
PLA2G2E,-0.06534293133402666,-0.018491671934221306
DKKL1,-8.144343148345284,-15.028055885714398
MSTN,0.4803126572478255,3.1883746932772867
