spearman_all,n_all,sign_retained_sig,n_sig,prot_spearman_2_12yr,prot_sign_retained,prot_mag_ratio,prot_n_sig
0.7736593472846223,26909,95.90615835777126,8525,0.6706,83.74,1.0389,910
