layer,Z
proteome,0.6686191139471833
proteome,1.1986492330332217
proteome,0.3051534492250334
proteome,0.8237749730236492
proteome,1.6814591728535748
proteome,0.1698762337236822
proteome,0.719822460466456
proteome,0.7311117671690124
proteome,0.517464905103323
proteome,0.7961294519475044
proteome,0.0408954176500334
proteome,0.2917915297669928
proteome,0.3668349919661428
proteome,0.3554181733474295
proteome,0.0207407547084378
proteome,0.8704459982307107
proteome,0.4472160262326277
proteome,0.0349106155063526
proteome,1.2021003493089306
proteome,0.1173930148553482
proteome,0.2346647084297048
proteome,0.9266386925102325
proteome,0.7566990308036998
proteome,0.1349442781348405
proteome,2.3297090385993773
proteome,0.6664008462572447
proteome,0.6650067818558053
proteome,0.4797151771361409
proteome,0.4329215407742726
proteome,0.4106581594879216
proteome,0.7179872155285323
proteome,0.1243517708128689
proteome,0.0373529134156549
proteome,0.2215263732888881
proteome,0.1672138719068191
proteome,0.3614478003077656
proteome,0.8808967259051337
proteome,1.036518811649412
proteome,0.7664515007463699
proteome,0.5284405002996971
proteome,0.6138342398335256
proteome,0.1106687917242968
proteome,0.5892293210658626
proteome,0.9990588882201642
proteome,0.1632964567116201
proteome,0.1907367175309528
proteome,0.3184703640824118
proteome,0.4744539792526017
proteome,0.3018498753584662
proteome,0.6669371195934881
proteome,0.5785485760721981
proteome,0.1201444121849249
proteome,0.2791301841662542
proteome,0.6449441754330423
proteome,0.9374941636324072
proteome,0.4686579456765334
proteome,0.156434384527981
proteome,0.493382918098425
proteome,0.0906902358753555
proteome,0.0500930051391843
proteome,0.5396465035522588
proteome,0.3296998140524725
proteome,0.2398143159068277
proteome,1.259913429219074
proteome,0.429007402193535
proteome,0.2278950358905885
proteome,0.5741101485947951
proteome,0.2593523070102974
proteome,0.537618333327474
proteome,0.8098825133567427
proteome,0.3861988657403639
proteome,0.4055349584517696
proteome,1.1799058413357122
proteome,0.1326559033876973
proteome,0.2088229354092327
proteome,0.1549640945523469
proteome,0.5187977014821272
proteome,1.0966488811480752
proteome,0.978819446574036
proteome,0.1503534639803357
proteome,0.1498218667097548
proteome,0.6767901154490583
proteome,0.0365250355981306
proteome,0.2339059274504099
proteome,0.704233561409281
proteome,0.3736270516199897
proteome,0.5918739071100444
proteome,0.8350637910614027
proteome,1.1699024555005095
proteome,1.5934755803955971
proteome,0.1420973956622731
proteome,0.8276602481194633
proteome,1.234409759064431
proteome,0.4670490318585806
proteome,0.4448753128544184
proteome,0.9197586289729948
proteome,0.3845465148570458
proteome,1.10683259329811
proteome,1.0698514191405282
proteome,0.2745657927880209
proteome,0.0762905217161804
proteome,0.7682464672874747
proteome,0.0503146759916739
proteome,0.3761046985134736
proteome,0.1421730567000614
proteome,0.1556803006741293
proteome,0.4696584754058392
proteome,0.1200209472092052
proteome,0.264506856487558
proteome,0.3482923972665785
proteome,0.2637789517250372
proteome,0.824300210575504
proteome,0.1675034316229559
proteome,0.4734056758950024
proteome,0.2185638491137558
proteome,0.3179371874296613
proteome,0.5240739386393262
proteome,0.5750295312480663
proteome,0.6109761119129453
proteome,0.2280413353462126
proteome,0.2973048669834491
proteome,0.0453494933249271
proteome,0.3062707653568747
proteome,0.6067067160621362
proteome,0.5768661493150012
proteome,0.236115833614543
proteome,0.3569610241377431
proteome,0.5832489524239769
proteome,0.5096538997018875
proteome,0.3377755168119825
proteome,0.6852858774915144
proteome,0.0430945237623411
proteome,0.1281558200046887
proteome,0.3743063223812963
proteome,1.272346888821518
proteome,0.3372721367741485
proteome,0.9751427433810432
proteome,0.5667822504195826
proteome,0.0104488617007185
proteome,0.6552933017104637
proteome,0.5783487500336283
proteome,0.383935079741299
proteome,0.6939824990033323
proteome,0.0078618759814168
proteome,0.5462880811590998
proteome,0.464928613270713
proteome,0.6500101538692207
proteome,0.1804603802655149
