mark_key,class,base_sd_mean,Z_responsiveness
BBS1,reversible,0.2736240753956763,0.4120608122162542
BBS12,persistent,0.3475006694956867,0.1723556322997867
BBS4,persistent,0.3640998479290667,0.1415281636119318
BCAP31,reversible,0.3229328789191856,0.8165702772624743
BCAS4,persistent,0.4997552278192677,0.2477662194534012
BCCIP,persistent,0.3695203803394997,0.1143089631333983
BCHE,persistent,0.5202593889678986,0.5396389054801771
BCL10,reversible,0.3174074029421194,0.126713858334776
BCL2A1,reversible,0.6879580785624925,0.1188251231719452
BCL3,reversible,0.4151022283489584,0.470268003376286
BCL6,persistent,0.4117468781861698,0.042423610116776
BCL7A,persistent,0.5179342729888033,0.0164032804156095
BCL9L,persistent,0.4054811377139947,0.65717015910025
BCR,persistent,0.4898138722910961,0.6892611746186336
BCS1L,persistent,0.2677214643071823,0.3546647726618047
BDH2,reversible,0.3394032383899242,0.9444496495006752
BDKRB2,reversible,0.4324892977257555,0.0428075345639996
BDP1,persistent,0.4707041307919279,0.4411996998344201
BEX4,reversible,0.312241229179565,0.559737035766384
BGN,persistent,0.5168075518053112,0.2014671956829969
BHMT2,reversible,0.4251109027462666,0.9529482241923029
BICD2,persistent,0.3317362149737973,0.5091593099332501
BID,reversible,0.2920152268195409,0.4159637888605166
BIN2,reversible,0.5361049019947873,0.5655984256467391
BLM,reversible,0.3815219297237134,0.3854868339762395
BLVRB,persistent,0.3310853730539852,0.1078646597201255
BMF,reversible,0.3394952224965905,0.0926561248077674
BMP5,persistent,0.4582352092521481,0.0816019908369443
BMP8A,persistent,0.1242220335034426,0.2603985116394549
BMPR1A,persistent,0.304554486094478,0.6777107203284676
BMPR1B,reversible,0.144649115735947,0.2895768258123925
BMS1,persistent,0.3089256644743885,0.6545277894382404
BMX,persistent,0.3342093616733783,0.2357746316563056
BNIP1,persistent,0.2854161159490721,0.0429750576201653
BNIP3,persistent,0.2696505523288356,0.1523776782947221
BOLA1,persistent,0.3163533419486051,0.2816153068110419
BOLA3,reversible,0.38023846659832,0.7604805440014666
BORCS6,reversible,0.2476147042449839,0.5883554660257436
BORCS8-MEF2B,persistent,0.1213024706716664,0.2103993163159245
BPGM,reversible,0.3308966535038771,1.716418111101884
BPIFA1,reversible,0.119376230400764,0.1232865982297342
BRCA1,persistent,0.3200699174424284,0.1325246181801832
BRD8,reversible,0.2666208482923634,0.688092760289343
BRI3,reversible,0.2634769817326198,0.2359970352625498
BRI3BP,persistent,0.2785350956453644,0.3169079564032461
BRIX1,reversible,0.2914994585204961,0.21213907536708
BRMS1,persistent,0.3271392745193366,0.3079754303321906
BRPF1,reversible,0.2698785434115003,0.1948732365631712
BRPF3,reversible,0.2706010422866767,0.6370332839291739
BSCL2,persistent,0.271545020305552,0.217740213240122
BSG,reversible,0.4264428616356382,0.06649553417827
BTBD6,reversible,0.2602120230036354,0.4588430194916457
BTBD7,persistent,0.5027479083322745,0.2763309132530981
BTG2,reversible,0.377760331510745,0.0576341279139332
BTG3,reversible,0.383661437767092,0.5713030766448545
BTK,reversible,0.4720184422847125,0.0350525994898388
BUD13,reversible,0.3250986508759387,0.3081288908672785
C11orf24,reversible,0.3119017130476639,1.0996683324727985
C11orf54,persistent,0.3527712045175437,0.5591967073242424
